inst,N,K_train,K_test,L_test,epsilon,T,final_time,final_obj,time_1,obj_1,time_2,obj_2,time_3,obj_3,time_4,obj_4,time_5,obj_5,time_6,obj_6,time_7,obj_7,time_8,obj_8,time_9,obj_9,time_10,obj_10,time_11,obj_11,time_12,obj_12,time_13,obj_13,time_14,obj_14,time_15,obj_15,time_16,obj_16,time_17,obj_17,time_18,obj_18,time_19,obj_19,time_20,obj_20
14,20,2,2,-1,5,2,1800.1743693351746,4.661106892238507,4.8639750480651855,4.661107351823703,9.963296175003052,4.661107351823703,123.20619654655457,4.661107185692125,610.4221534729004,4.661107104333831,748.0727825164795,4.661107066446146,1510.045053243637,4.661106892238507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,20,2,2,-1,5,2,1800.3288719654083,4.420316554443501,31.437822580337524,4.520738136162031,50.468263387680054,4.463171353030275,50.46847891807556,4.463171353030275,586.4721629619598,4.460109510023454,879.099232673645,4.420316554443501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,20,2,2,-1,5,2,1800.0447134971619,4.6545212851515085,5.048246622085571,4.719772111769786,9.371771097183228,4.719772111769786,40.379395723342896,4.654521743135113,886.2449071407318,4.6545212851515085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,2,2,-1,5,2,1800.012293100357,4.629415862499615,1.5337371826171875,4.634397999309863,3.23075270652771,4.634397999309863,57.10773849487305,4.63439786101265,65.40932440757751,4.629415862499615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,20,2,2,-1,5,2,1800.0115222930908,4.675256302905777,5.006124973297119,4.675256662821864,10.734830379486084,4.675256662821864,114.14464664459229,4.675256385006713,508.67350721359253,4.675256302905777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,2,2,-1,5,2,1800.0176331996918,4.663621461092451,5.975894927978516,4.663621858879743,9.20210075378418,4.663621858879743,256.94833731651306,4.663621666899716,745.548416852951,4.663621575486616,813.9737453460693,4.663621461092451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,2,2,-1,5,2,129.8202610015869,4.493932165549518,0.9853289127349854,4.4939325130256655,1.9052398204803467,4.4939325130256655,28.470617532730103,4.493932322901557,85.72984337806702,4.493932165549518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,20,2,2,-1,5,2,1800.082973241806,4.724721820885665,2.4417307376861572,4.724722390543215,8.654998779296875,4.724722390543215,164.23122429847717,4.724722124198219,396.08327174186707,4.724722060716656,1401.019196987152,4.7247219087778705,1724.5810372829437,4.724721820885665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,20,2,2,-1,5,2,1800.0919048786163,4.447768005410865,22.66898822784424,4.542904675901681,39.33691382408142,4.542904675901681,247.24678707122803,4.502217657326311,787.9032292366028,4.47275472698429,826.7671394348145,4.447768005410865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,20,2,2,-1,5,2,1800.1521685123444,4.556513960501127,6.0230255126953125,4.598335176789191,9.544331073760986,4.598335176789191,58.19725704193115,4.5702616327961465,165.93968653678894,4.556513960501127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,20,2,2,-1,5,2,1800.0543036460876,4.457155439778431,8.98108983039856,4.510631161902282,30.355241060256958,4.508811957376706,30.355344533920288,4.508811957376706,93.9202139377594,4.492858701455407,257.53305649757385,4.478012649902806,322.91608023643494,4.457155439778431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,20,2,2,-1,5,2,1800.069226026535,4.539455397421499,2.5258376598358154,4.539455975274212,4.151826858520508,4.539455975274212,94.26724052429199,4.539455397421499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,20,2,2,-1,5,2,1800.3188886642456,4.636126382494063,2.629075527191162,4.768157547053432,7.651787519454956,4.768157547053432,23.0736722946167,4.7594328739377545,102.11584329605103,4.7191539025177605,325.78388833999634,4.675686700984183,335.8917055130005,4.652255641625853,1017.5750815868378,4.645425808621603,1127.4355027675629,4.636126382494063,,,,,,,,,,,,,,,,,,,,,,,,
